docketNumber,paidOrIfp,docketDisposition,docketDispositionDate,journalDispositions,journalDispositionDates,reconciliationStatus,officialDocketUrl,reviewNote
23-153,paid,denied,2023-10-16,denied,2023-10-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-153.html,Current docket outcome matches at least one parsed Journal row.
23-154,paid,gvr_or_remand,2023-12-11,gvr_or_remand,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-154.html,Current docket outcome matches at least one parsed Journal row.
23-155,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-155.html,Current docket outcome matches at least one parsed Journal row.
23-156,paid,gvr_or_remand,2024-03-04,gvr_or_remand,2024-03-04,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-156.html,Current docket outcome matches at least one parsed Journal row.
23-157,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-157.html,Current docket outcome matches at least one parsed Journal row.
23-158,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-158.html,Current docket outcome matches at least one parsed Journal row.
23-159,paid,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-159.html,Current docket outcome matches at least one parsed Journal row.
23-160,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-160.html,Current docket outcome matches at least one parsed Journal row.
23-161,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-161.html,Current docket outcome matches at least one parsed Journal row.
23-162,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-162.html,Current docket outcome matches at least one parsed Journal row.
23-163,paid,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-163.html,Current docket outcome matches at least one parsed Journal row.
23-164,paid,denied,2023-10-16,denied,2023-10-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-164.html,Current docket outcome matches at least one parsed Journal row.
23-165,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-165.html,Current docket outcome matches at least one parsed Journal row.
23-166,paid,denied,2023-12-11,denied,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-166.html,Current docket outcome matches at least one parsed Journal row.
23-167,paid,gvr_or_remand,2024-11-04,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-167.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-168,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-168.html,Current docket outcome matches at least one parsed Journal row.
23-169,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-169.html,Current docket outcome matches at least one parsed Journal row.
23-170,paid,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-170.html,Current docket outcome matches at least one parsed Journal row.
23-171,paid,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-171.html,Current docket outcome matches at least one parsed Journal row.
23-172,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-172.html,Current docket outcome matches at least one parsed Journal row.
23-173,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-173.html,Current docket outcome matches at least one parsed Journal row.
23-174,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-174.html,Current docket outcome matches at least one parsed Journal row.
23-175,paid,granted,2024-01-12,granted,2024-01-12,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-175.html,Current docket outcome matches at least one parsed Journal row.
23-176,paid,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-176.html,Current docket outcome matches at least one parsed Journal row.
23-177,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-177.html,Current docket outcome matches at least one parsed Journal row.
23-178,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-178.html,Current docket outcome matches at least one parsed Journal row.
23-179,paid,denied,2024-01-16,denied,2024-01-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-179.html,Current docket outcome matches at least one parsed Journal row.
23-180,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-180.html,Current docket outcome matches at least one parsed Journal row.
23-181,paid,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-181.html,Current docket outcome matches at least one parsed Journal row.
23-182,paid,denied,2023-10-16,denied,2023-10-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-182.html,Current docket outcome matches at least one parsed Journal row.
23-183,paid,denied,2023-12-11,denied,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-183.html,Current docket outcome matches at least one parsed Journal row.
23-184,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-184.html,Current docket outcome matches at least one parsed Journal row.
23-185,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-185.html,Current docket outcome matches at least one parsed Journal row.
23-186,paid,denied,2023-12-11,denied,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-186.html,Current docket outcome matches at least one parsed Journal row.
23-187,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-187.html,Current docket outcome matches at least one parsed Journal row.
23-188,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-188.html,Current docket outcome matches at least one parsed Journal row.
23-189,paid,denied,2024-07-02,denied,2024-07-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-189.html,Current docket outcome matches at least one parsed Journal row.
23-190,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-190.html,Current docket outcome matches at least one parsed Journal row.
23-191,paid,granted,2024-01-12,granted,2024-01-12,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-191.html,Current docket outcome matches at least one parsed Journal row.
23-192,paid,denied,2023-10-16,denied,2023-10-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-192.html,Current docket outcome matches at least one parsed Journal row.
23-193,paid,denied,2023-10-16,denied,2023-10-16,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-193.html,Current docket outcome matches at least one parsed Journal row.
23-194,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-194.html,Current docket outcome matches at least one parsed Journal row.
23-195,paid,denied,2023-12-11,denied,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-195.html,Current docket outcome matches at least one parsed Journal row.
23-196,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-196.html,Current docket outcome matches at least one parsed Journal row.
23-197,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-197.html,Current docket outcome matches at least one parsed Journal row.
23-198,paid,denied,2023-12-11,denied,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-198.html,Current docket outcome matches at least one parsed Journal row.
23-199,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-199.html,Current docket outcome matches at least one parsed Journal row.
23-200,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-200.html,Current docket outcome matches at least one parsed Journal row.
23-201,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-201.html,Current docket outcome matches at least one parsed Journal row.
23-202,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-202.html,Current docket outcome matches at least one parsed Journal row.
23-203,paid,denied,2024-02-20,denied,2024-02-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-203.html,Current docket outcome matches at least one parsed Journal row.
23-204,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-204.html,Current docket outcome matches at least one parsed Journal row.
23-205,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-205.html,Current docket outcome matches at least one parsed Journal row.
23-206,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-206.html,Current docket outcome matches at least one parsed Journal row.
23-207,paid,denied,2024-01-08,denied,2024-01-08,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-207.html,Current docket outcome matches at least one parsed Journal row.
23-208,paid,denied,2024-01-22,denied,2024-01-22,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-208.html,Current docket outcome matches at least one parsed Journal row.
23-209,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-209.html,Current docket outcome matches at least one parsed Journal row.
23-210,paid,dismissed,2024-09-11,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-210.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-211,paid,denied,2023-10-30,denied,2023-10-30,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-211.html,Current docket outcome matches at least one parsed Journal row.
23-212,paid,denied,2023-11-13,denied,2023-11-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-212.html,Current docket outcome matches at least one parsed Journal row.
23-213,paid,denied,2023-11-06,denied,2023-11-06,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-213.html,Current docket outcome matches at least one parsed Journal row.
23-214,paid,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-214.html,Current docket outcome matches at least one parsed Journal row.
