caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,431,3.592,60.000,0.524,0.599,0.913,0.060,1.000,0.609,0.687,0.036,0.276,0.940,0.000,0.000,0.000,0.000,0.822,0.017,0.230,0.189,0.794,0.213,0.355,0.000,0.000,0.000,0.206,0.000,0.000,0.065,0.023,0.000,0.626,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.041,276,1
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6012,50.100,60.000,0.629,0.440,0.611,0.835,1.000,0.518,0.457,0.433,0.081,0.165,0.000,0.000,0.000,0.483,0.029,0.768,0.802,0.263,0.786,0.986,0.649,0.000,0.000,0.000,0.214,0.000,0.000,0.190,0.788,0.000,0.357,0.000,0.000,0.000,0.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.382,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6032,50.267,60.000,0.629,0.440,0.611,0.838,1.000,0.518,0.456,0.434,0.080,0.162,0.000,0.000,0.000,0.487,0.028,0.771,0.802,0.264,0.787,0.988,0.655,0.103,0.614,2.148,0.213,0.000,0.000,0.190,0.783,0.000,0.357,0.000,0.000,0.000,0.771,0.000,0.000,0.000,0.000,0.000,3.709,0.207,0.207,0.188,0.205,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.382,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,6016,50.133,60.000,0.629,0.440,0.611,0.836,1.000,0.517,0.457,0.432,0.081,0.164,0.000,0.000,0.000,0.487,0.027,0.768,0.800,0.265,0.787,0.986,0.659,0.111,0.594,1.994,0.213,0.000,0.000,0.190,0.782,0.000,0.357,0.000,0.000,0.000,0.768,0.000,0.000,0.000,0.000,0.000,3.438,0.166,0.153,0.216,0.337,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.381,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6065,50.542,59.925,0.639,0.447,0.627,0.842,0.999,0.510,0.459,0.430,0.097,0.158,0.001,0.000,0.000,0.496,0.017,0.644,0.707,0.255,0.799,0.993,0.639,0.000,0.000,0.000,0.201,0.999,0.102,0.185,0.801,0.017,0.369,0.000,0.000,0.000,0.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.387,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6081,50.675,59.925,0.639,0.446,0.625,0.845,0.999,0.510,0.458,0.430,0.096,0.155,0.001,0.000,0.000,0.494,0.023,0.646,0.707,0.257,0.801,0.989,0.648,0.114,0.581,1.903,0.199,0.999,0.102,0.186,0.813,0.016,0.367,0.000,0.000,0.000,0.646,0.000,0.000,0.000,0.000,0.000,3.397,0.168,0.154,0.211,0.339,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.387,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,7200,60.000,6920,57.667,59.925,0.703,0.472,0.677,0.961,0.999,0.511,0.420,0.491,0.197,0.039,0.001,0.000,0.000,0.450,0.017,0.397,0.381,0.239,0.820,0.986,0.713,0.112,0.553,2.054,0.180,0.999,0.355,0.128,0.876,0.269,0.410,0.000,0.000,0.000,0.397,0.000,0.000,0.000,0.000,0.000,3.601,0.174,0.159,0.205,0.328,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.403,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,6851,57.092,60.000,0.694,0.466,0.665,0.952,1.000,0.507,0.417,0.482,0.183,0.048,0.000,0.000,0.000,0.472,0.020,0.424,0.410,0.266,0.815,0.993,0.749,0.000,0.000,0.000,0.185,0.776,0.331,0.124,0.881,0.276,0.406,0.000,0.000,0.000,0.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.397,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,4887,40.725,60.000,0.637,0.479,0.754,0.679,1.000,0.516,0.427,0.351,0.206,0.321,0.000,0.000,0.484,0.351,0.266,0.273,0.371,0.275,0.828,0.785,0.767,0.000,0.000,0.000,0.172,0.776,0.326,0.122,0.482,0.278,0.416,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.290,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,2360,19.667,60.000,0.561,0.532,0.822,0.328,1.000,0.540,0.616,0.177,0.153,0.672,0.000,0.000,0.000,0.291,0.016,0.200,0.510,0.197,0.846,0.963,0.381,0.000,0.000,0.000,0.154,0.000,0.000,0.111,0.141,0.000,0.505,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.236,0.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.275,0.381,0.000,0.000,0.000,0.000,0.000,0.070,0.202,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,3652,30.433,30.450,0.687,0.624,0.930,0.507,0.508,0.629,0.610,0.319,0.440,0.493,0.493,0.000,0.000,0.033,0.003,0.006,0.006,0.198,0.810,0.937,0.396,0.000,0.000,0.000,0.190,0.508,0.357,0.050,0.016,0.000,0.632,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,0.310,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,2599,21.658,60.000,0.560,0.510,0.810,0.361,1.000,0.536,0.576,0.193,0.149,0.639,0.000,0.000,0.000,0.323,0.272,0.187,0.424,0.201,0.796,0.866,0.406,0.000,0.000,0.000,0.204,0.000,0.000,0.111,0.185,0.000,0.493,0.000,0.000,0.000,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.208,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6270,52.250,60.000,0.640,0.444,0.604,0.871,1.000,0.528,0.452,0.460,0.099,0.129,0.000,0.000,0.000,0.445,0.015,0.918,0.715,0.265,0.784,1.000,0.660,0.000,0.000,0.000,0.216,0.000,0.000,0.193,0.835,0.000,0.356,0.586,0.554,5.104,0.918,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.394,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,current-system,Current U.S.-style system,7200,60.000,483,4.025,60.000,0.544,0.644,0.921,0.067,1.000,0.672,0.709,0.045,0.346,0.933,0.000,0.000,0.000,0.000,0.811,0.017,0.198,0.201,0.828,0.213,0.347,0.000,0.000,0.000,0.172,0.000,0.000,0.053,0.022,0.000,0.665,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.048,197,4
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,simple-majority,Unicameral simple majority,7200,60.000,2054,17.117,60.000,0.575,0.565,0.876,0.285,1.000,0.597,0.630,0.170,0.213,0.715,0.000,0.000,0.000,0.000,0.389,0.126,0.364,0.220,0.827,0.711,0.427,0.000,0.000,0.000,0.173,0.000,0.000,0.090,0.138,0.000,0.558,0.000,0.000,0.000,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.180,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,666,5.550,60.000,0.551,0.640,0.920,0.093,1.000,0.664,0.714,0.061,0.336,0.908,0.000,0.000,0.000,0.000,0.741,0.022,0.183,0.202,0.826,0.303,0.357,0.000,0.000,0.000,0.174,0.000,0.000,0.054,0.026,0.000,0.660,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.066,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,bicameral-majority,Bicameral simple majority,7200,60.000,1405,11.708,60.000,0.562,0.592,0.900,0.195,1.000,0.620,0.666,0.121,0.254,0.805,0.000,0.000,0.000,0.000,0.536,0.071,0.290,0.207,0.826,0.554,0.383,0.000,0.000,0.000,0.174,0.000,0.000,0.073,0.068,0.000,0.595,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.130,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,866,7.217,60.000,0.545,0.608,0.908,0.120,1.000,0.635,0.678,0.076,0.283,0.880,0.000,0.000,0.000,0.000,0.694,0.039,0.251,0.211,0.825,0.354,0.391,0.000,0.000,0.000,0.175,0.000,0.000,0.067,0.043,0.000,0.619,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.082,475,2
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6055,50.458,60.000,0.647,0.464,0.637,0.841,1.000,0.531,0.489,0.447,0.105,0.159,0.000,0.000,0.000,0.454,0.019,0.684,0.678,0.259,0.805,1.000,0.605,0.000,0.000,0.000,0.195,0.000,0.000,0.169,0.782,0.000,0.389,0.000,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.411,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6042,50.350,60.000,0.647,0.464,0.639,0.839,1.000,0.530,0.489,0.445,0.105,0.161,0.000,0.000,0.000,0.456,0.023,0.680,0.674,0.260,0.806,0.996,0.610,0.105,0.611,2.088,0.194,0.000,0.000,0.169,0.774,0.000,0.389,0.000,0.000,0.000,0.680,0.000,0.000,0.000,0.000,0.000,3.925,0.217,0.202,0.196,0.199,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.411,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,6063,50.525,60.000,0.647,0.463,0.637,0.842,1.000,0.529,0.489,0.446,0.105,0.158,0.000,0.000,0.000,0.457,0.020,0.684,0.677,0.260,0.806,0.995,0.610,0.114,0.596,1.917,0.194,0.000,0.000,0.169,0.781,0.000,0.388,0.000,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,3.601,0.168,0.154,0.220,0.332,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.411,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6259,52.158,59.925,0.662,0.469,0.647,0.869,0.999,0.528,0.487,0.459,0.119,0.131,0.001,0.000,0.000,0.445,0.006,0.594,0.612,0.251,0.818,0.998,0.594,0.000,0.000,0.000,0.182,0.999,0.089,0.168,0.821,0.015,0.395,0.000,0.000,0.000,0.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.424,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6256,52.133,59.908,0.662,0.469,0.649,0.869,0.998,0.527,0.486,0.458,0.119,0.131,0.002,0.000,0.000,0.443,0.010,0.593,0.611,0.253,0.819,0.995,0.603,0.117,0.585,1.874,0.181,0.998,0.089,0.167,0.813,0.014,0.394,0.000,0.000,0.000,0.593,0.000,0.000,0.000,0.000,0.000,3.604,0.170,0.155,0.217,0.331,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.423,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,7200,60.000,7041,58.675,59.942,0.720,0.492,0.691,0.978,0.999,0.539,0.448,0.527,0.211,0.022,0.001,0.000,0.000,0.351,0.008,0.384,0.356,0.235,0.833,0.998,0.655,0.114,0.556,2.019,0.167,0.999,0.305,0.122,0.917,0.233,0.430,0.000,0.000,0.000,0.384,0.000,0.000,0.000,0.000,0.000,3.855,0.176,0.158,0.208,0.327,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.438,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,6958,57.983,60.000,0.713,0.486,0.686,0.966,1.000,0.535,0.442,0.517,0.198,0.034,0.000,0.000,0.000,0.370,0.013,0.405,0.379,0.261,0.828,1.000,0.694,0.000,0.000,0.000,0.172,0.732,0.284,0.118,0.882,0.241,0.425,0.000,0.000,0.000,0.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.428,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5357,44.642,60.000,0.667,0.504,0.754,0.744,1.000,0.550,0.460,0.409,0.219,0.256,0.000,0.000,0.464,0.245,0.184,0.284,0.349,0.266,0.843,0.854,0.689,0.000,0.000,0.000,0.157,0.732,0.281,0.112,0.629,0.242,0.447,0.000,0.000,0.000,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.332,0.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.342,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,2821,23.508,60.000,0.593,0.551,0.836,0.392,1.000,0.560,0.630,0.219,0.180,0.608,0.000,0.000,0.000,0.209,0.010,0.208,0.441,0.204,0.869,0.977,0.365,0.000,0.000,0.000,0.131,0.000,0.000,0.104,0.175,0.000,0.519,0.000,0.000,0.000,0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.279,0.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.279,0.394,0.000,0.000,0.000,0.000,0.000,0.070,0.247,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,3908,32.567,32.567,0.713,0.659,0.938,0.543,0.543,0.668,0.635,0.363,0.502,0.457,0.457,0.000,0.000,0.012,0.002,0.006,0.005,0.197,0.843,0.955,0.377,0.000,0.000,0.000,0.157,0.543,0.324,0.046,0.014,0.000,0.647,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.345,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,3229,26.908,60.000,0.599,0.530,0.817,0.448,1.000,0.563,0.589,0.253,0.170,0.552,0.000,0.000,0.000,0.227,0.181,0.224,0.402,0.213,0.819,0.924,0.418,0.000,0.000,0.000,0.181,0.000,0.000,0.104,0.242,0.000,0.509,0.000,0.000,0.000,0.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.264,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6237,51.975,60.000,0.655,0.469,0.629,0.866,1.000,0.545,0.485,0.472,0.128,0.134,0.000,0.000,0.000,0.405,0.016,0.863,0.625,0.260,0.800,1.000,0.608,0.000,0.000,0.000,0.200,0.000,0.000,0.172,0.817,0.000,0.388,0.595,0.541,5.144,0.863,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.420,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,current-system,Current U.S.-style system,7200,60.000,487,4.058,60.000,0.548,0.652,0.924,0.068,1.000,0.672,0.729,0.045,0.363,0.932,0.000,0.000,0.000,0.000,0.817,0.014,0.156,0.202,0.826,0.214,0.342,0.000,0.000,0.000,0.174,0.000,0.000,0.050,0.019,0.000,0.671,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.049,162,4
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,simple-majority,Unicameral simple majority,7200,60.000,1913,15.942,60.000,0.574,0.571,0.886,0.266,1.000,0.594,0.643,0.158,0.238,0.734,0.000,0.000,0.000,0.000,0.470,0.103,0.311,0.209,0.826,0.727,0.389,0.000,0.000,0.000,0.174,0.000,0.000,0.086,0.121,0.000,0.557,0.000,0.000,0.000,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.171,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,596,4.967,60.000,0.552,0.649,0.923,0.083,1.000,0.663,0.726,0.055,0.365,0.917,0.000,0.000,0.000,0.000,0.775,0.017,0.149,0.200,0.821,0.260,0.337,0.000,0.000,0.000,0.179,0.000,0.000,0.048,0.028,0.000,0.669,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.060,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,bicameral-majority,Bicameral simple majority,7200,60.000,1217,10.142,60.000,0.557,0.599,0.903,0.169,1.000,0.619,0.669,0.105,0.281,0.831,0.000,0.000,0.000,0.000,0.619,0.050,0.230,0.213,0.828,0.476,0.387,0.000,0.000,0.000,0.172,0.000,0.000,0.074,0.081,0.000,0.596,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.113,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,735,6.125,60.000,0.547,0.621,0.917,0.102,1.000,0.636,0.701,0.065,0.311,0.898,0.000,0.000,0.000,0.000,0.748,0.027,0.203,0.199,0.824,0.315,0.342,0.000,0.000,0.000,0.176,0.000,0.000,0.057,0.033,0.000,0.631,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.072,437,2
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6056,50.467,60.000,0.650,0.468,0.640,0.841,1.000,0.533,0.500,0.448,0.110,0.159,0.000,0.000,0.000,0.452,0.020,0.671,0.663,0.253,0.798,0.996,0.579,0.000,0.000,0.000,0.202,0.000,0.000,0.165,0.784,0.000,0.399,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.421,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6072,50.600,60.000,0.650,0.467,0.641,0.843,1.000,0.533,0.498,0.449,0.109,0.157,0.000,0.000,0.000,0.446,0.022,0.673,0.662,0.255,0.799,0.996,0.587,0.104,0.619,2.074,0.201,0.000,0.000,0.165,0.781,0.000,0.397,0.000,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,4.050,0.219,0.203,0.199,0.194,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.420,0,0
